,Date,Buy Stock,Sell Stock,Buy Price,Sell Price,Buy Quantity,Sell Quantity,Profit
143,2012-10-07,WPRO IB Equity,AXSB IB Equity,128.27,226.13,1.0,0.6599003409388933,20.95326409651192
144,2012-10-07,INFO IB Equity,SBIN IB Equity,326.14,226.93,1.0,1.686348251222264,56.5430086498684
145,2012-10-07,APNT IB Equity,NEST IB Equity,393.96,4430.35,1.0,0.0913545098669483,10.772452789034485
146,2012-10-21,WPRO IB Equity,ICICIBC IB Equity,118.05,191.47,1.6219398559932232,1.0,0
147,2012-10-21,INFO IB Equity,LT IB Equity,295.71,727.09,2.4587940888032196,1.0,0
148,2012-10-28,WPRO IB Equity,AXSB IB Equity,114.85,244.13,2.1256421419242493,1.0,0
149,2012-11-04,WPRO IB Equity,AXSB IB Equity,115.3,244.46,2.120208152645273,1.0,0
150,2012-11-04,INFO IB Equity,LT IB Equity,291.79,749.96,2.5702045991980533,1.0,0
151,2012-11-04,ICICIBC IB Equity,WPRO IB Equity,194.28,115.3,1.0,1.6219398559932232,-7.270334603981366
152,2012-11-04,LT IB Equity,INFO IB Equity,749.96,291.79,1.0,2.4587940888032196,-32.50847282810852
153,2012-11-04,AXSB IB Equity,WPRO IB Equity,244.46,115.3,1.0,2.1256421419242493,0.6265389638659057
154,2012-11-04,AXSB IB Equity,WPRO IB Equity,244.46,115.3,1.0,2.120208152645273,0.0
155,2012-11-04,LT IB Equity,INFO IB Equity,749.96,291.79,1.0,2.5702045991980533,0.0
156,2012-11-18,RELIANCE IB Equity,IIB IB Equity,355.1,376.35,1.059842297944241,1.0,0
157,2012-11-18,TATA IB Equity,MSIL IB Equity,36.01,1453.55,40.36517633990558,1.0,0
158,2012-11-25,RELIANCE IB Equity,BHARTI IB Equity,349.37,279.21,0.7991813836333972,1.0,0
159,2012-11-25,TCS IB Equity,HCLT IB Equity,630.75,154.04,0.2442172017439556,1.0,0
160,2012-11-25,TATA IB Equity,MSIL IB Equity,34.16,1494.6,43.75292740046839,1.0,0
161,2012-12-02,NTPC IB Equity,BHARTI IB Equity,132.67,279.71,2.1083138614607675,1.0,0
162,2012-12-02,ICICIBC IB Equity,AXSB IB Equity,185.19,253.07,1.3665424698957827,1.0,0
163,2012-12-02,TATA IB Equity,MSIL IB Equity,34.85,1491.6,42.80057388809182,1.0,0
164,2012-12-02,IIB IB Equity,RELIANCE IB Equity,384.6,348.99,1.0,1.059842297944241,-14.725636440439327
165,2012-12-02,MSIL IB Equity,TATA IB Equity,1491.6,34.85,1.0,40.36517633990558,-84.8736045542903
